Timestamp_JST,Action,Ticket,Symbol,LotSize,EntryPrice,ExitPrice,PnL
2026-05-18 11:10:00,ENTRY,181010000,USOILm,0.01,102.954,0.0,0.0
2026-05-18 12:10:00,EXIT,181010000,USOILm,0.01,102.954,102.830,-1.24
2026-05-19 10:40:00,ENTRY,181850000,USOILm,0.01,101.822,0.0,0.0
2026-05-19 11:40:00,EXIT,181850000,USOILm,0.01,101.822,102.241,4.19
2026-05-19 14:10:00,ENTRY,181970000,USOILm,0.01,102.024,0.0,0.0
2026-05-19 15:10:00,EXIT,181970000,USOILm,0.01,102.024,102.381,3.57
